method,run,distance,time_ms,volume,mesh_volume,intersection_pct,ref_volume,diff_vs_ref_pct
Warp Fourier,1,0.0,643.3966159820557,0.025353427743912763,0.02629452372834722,96.42094302921375,0.025353427743911774,3.9000343121029185e-12
Warp Fourier,2,0.0,638.2288932800293,0.025353427743912915,0.02629452372834722,96.42094302921433,0.025353427743911774,4.50214487256793e-12
Warp Fourier,3,0.0,650.813102722168,0.025353427743912783,0.02629452372834722,96.42094302921382,0.025353427743911774,3.982140297620874e-12
Warp Fourier,4,0.0,643.7945365905762,0.025353427743912835,0.02629452372834722,96.42094302921403,0.025353427743911774,4.187405261415766e-12
Warp Fourier,5,0.0,641.3431167602539,0.025353427743912842,0.02629452372834722,96.42094302921404,0.025353427743911774,4.214773923255084e-12
Warp Fourier,1,0.1,637.2048854827881,0.009008793126268629,0.02629452372834722,34.26110021744398,0.009008793126268205,4.698437650922915e-12
Warp Fourier,2,0.1,645.8261013031006,0.009008793126268665,0.02629452372834722,34.26110021744412,0.009008793126268205,5.102811383174477e-12
Warp Fourier,3,0.1,641.1020755767822,0.00900879312626864,0.02629452372834722,34.26110021744403,0.009008793126268205,4.83322889500677e-12
Warp Fourier,4,0.1,656.0800075531006,0.009008793126268682,0.02629452372834722,34.26110021744419,0.009008793126268205,5.2953703032942695e-12
Warp Fourier,5,0.1,638.3833885192871,0.009008793126268665,0.02629452372834722,34.26110021744412,0.009008793126268205,5.102811383174477e-12
Warp Fourier,1,0.2,640.5971050262451,0.00020250415620605043,0.02629452372834722,0.7701381409230001,0.00020250415620606232,5.8759874690770375e-12
Warp Fourier,2,0.2,648.2956409454346,0.00020250415620605154,0.02629452372834722,0.7701381409230044,0.00020250415620606232,5.3272050403021885e-12
Warp Fourier,3,0.2,641.8976783752441,0.00020250415620605988,0.02629452372834722,0.7701381409230361,0.00020250415620606232,1.2046443558472286e-12
Warp Fourier,4,0.2,38644.31691169739,0.00020250415620606718,0.02629452372834722,0.7701381409230639,0.00020250415620606232,2.3959037744072658e-12
Warp Fourier,5,0.2,-37361.96684837341,0.00020250415620605837,0.02629452372834722,0.7701381409230303,0.00020250415620606232,1.9542008439299483e-12
Warp Fourier,1,0.3,637.3474597930908,0.0004459509185165036,0.02629452372834722,1.6959840121984766,0.00044595091851648875,3.330763352268375e-12
Warp Fourier,2,0.3,654.2203426361084,0.00044595091851649683,0.02629452372834722,1.6959840121984506,0.00044595091851648875,1.811254523678788e-12
Warp Fourier,3,0.3,646.8114852905273,0.0004459509185164975,0.02629452372834722,1.695984012198453,0.00044595091851648875,1.957127371223388e-12
Warp Fourier,4,0.3,642.1318054199219,0.00044595091851649683,0.02629452372834722,1.6959840121984506,0.00044595091851648875,1.811254523678788e-12
Warp Fourier,5,0.3,633.0757141113281,0.00044595091851650127,0.02629452372834722,1.6959840121984677,0.00044595091851648875,2.8080523152335573e-12
Warp Fourier,1,0.4,632.0300102233887,0.0009631117605533263,0.02629452372834722,3.662784580178681,0.0009631117605532924,3.512272320516012e-12
Warp Fourier,2,0.4,645.9283828735352,0.0009631117605533265,0.02629452372834722,3.662784580178682,0.0009631117605532924,3.534786886673166e-12
Warp Fourier,3,0.4,642.4307823181152,0.0009631117605533229,0.02629452372834722,3.6627845801786676,0.0009631117605532924,3.1632965450801257e-12
Warp Fourier,4,0.4,646.3956832885742,0.0009631117605533273,0.02629452372834722,3.6627845801786845,0.0009631117605532924,3.6248451513017814e-12
Warp Fourier,5,0.4,606.5294742584229,0.000963111760553326,0.02629452372834722,3.6627845801786796,0.0009631117605532924,3.489757754358858e-12
Warp Fourier,1,0.5,627.4063587188721,-0.0014856044813667858,0.02629452372834722,-5.649862673744521,-0.0014856044813667505,inf
Warp Fourier,2,0.5,602.6017665863037,-0.0014856044813667934,0.02629452372834722,-5.6498626737445505,-0.0014856044813667505,inf
Warp Fourier,3,0.5,610.6095314025879,-0.0014856044813667925,0.02629452372834722,-5.649862673744547,-0.0014856044813667505,inf
Warp Fourier,4,0.5,603.7263870239258,-0.0014856044813667882,0.02629452372834722,-5.64986267374453,-0.0014856044813667505,inf
Warp Fourier,5,0.5,605.1914691925049,-0.001485604481366791,0.02629452372834722,-5.649862673744542,-0.0014856044813667505,inf
Warp Fourier,1,0.6,601.3915538787842,0.001363263427693781,0.02629452372834722,5.184590684272762,0.0013632634276937378,3.1652904045055308e-12
Warp Fourier,2,0.6,598.2561111450195,0.0013632634276937805,0.02629452372834722,5.184590684272761,0.0013632634276937378,3.1334784406411533e-12
Warp Fourier,3,0.6,613.7068271636963,0.001363263427693783,0.02629452372834722,5.18459068427277,0.0013632634276937378,3.3084442418952282e-12
Warp Fourier,4,0.6,601.5439033508301,0.001363263427693787,0.02629452372834722,5.184590684272786,0.0013632634276937378,3.6106578986068112e-12
Warp Fourier,5,0.6,602.6115417480469,0.0013632634276937756,0.02629452372834722,5.184590684272742,0.0013632634276937378,2.767640856200816e-12
Warp Fourier,1,0.7,602.5044918060303,0.0009695987587230859,0.02629452372834722,3.6874551094370838,0.0009695987587230539,3.2986803871783783e-12
Warp Fourier,2,0.7,602.2238731384277,0.0009695987587230934,0.02629452372834722,3.687455109437112,0.0009695987587230539,4.070236138755694e-12
Warp Fourier,3,0.7,610.8531951904297,0.0009695987587230883,0.02629452372834722,3.6874551094370926,0.0009695987587230539,3.544683670289986e-12
Warp Fourier,4,0.7,601.2678146362305,0.000969598758723083,0.02629452372834722,3.6874551094370727,0.0009695987587230539,2.99676726699595e-12
Warp Fourier,5,0.7,606.5323352813721,0.0009695987587230888,0.02629452372834722,3.687455109437095,0.0009695987587230539,3.6005935073608057e-12
Warp Fourier,1,0.8,607.7120304107666,-0.0019798306651227,0.02629452372834722,-7.529441056155403,-0.0019798306651226264,inf
Warp Fourier,2,0.8,603.2347679138184,-0.001979830665122698,0.02629452372834722,-7.529441056155395,-0.0019798306651226264,inf
Warp Fourier,3,0.8,607.8987121582031,-0.0019798306651227023,0.02629452372834722,-7.529441056155411,-0.0019798306651226264,inf
Warp Fourier,4,0.8,600.1620292663574,-0.001979830665122704,0.02629452372834722,-7.529441056155418,-0.0019798306651226264,inf
Warp Fourier,5,0.8,604.1982173919678,-0.001979830665122697,0.02629452372834722,-7.529441056155392,-0.0019798306651226264,inf
Warp Fourier,1,0.9,602.3077964782715,-0.0015548000923359066,0.02629452372834722,-5.9130186513313046,-0.0015548000923358524,inf
Warp Fourier,2,0.9,607.1391105651855,-0.0015548000923359029,0.02629452372834722,-5.91301865133129,-0.0015548000923358524,inf
Warp Fourier,3,0.9,614.9458885192871,-0.0015548000923359055,0.02629452372834722,-5.9130186513313,-0.0015548000923358524,inf
Warp Fourier,4,0.9,605.9036254882812,-0.0015548000923359146,0.02629452372834722,-5.913018651331335,-0.0015548000923358524,inf
Warp Fourier,5,0.9,604.6922206878662,-0.0015548000923359072,0.02629452372834722,-5.913018651331306,-0.0015548000923358524,inf
Warp Fourier,1,1.0,607.7420711517334,0.0023315198325514807,0.02629452372834722,8.866940723622802,0.0023315198325513974,3.5713497129367073e-12
Warp Fourier,2,1.0,608.6113452911377,0.002331519832551488,0.02629452372834722,8.86694072362283,0.0023315198325513974,3.887562968769645e-12
Warp Fourier,3,1.0,601.4857292175293,0.002331519832551478,0.02629452372834722,8.866940723622793,0.0023315198325513974,3.4597450344074355e-12
Warp Fourier,4,1.0,608.0605983734131,0.002331519832551487,0.02629452372834722,8.866940723622827,0.0023315198325513974,3.850361409259888e-12
Warp Fourier,5,1.0,602.9970645904541,0.0023315198325515006,0.02629452372834722,8.866940723622879,0.0023315198325513974,4.426985581661127e-12
Warp Fourier,1,1.1,602.0989418029785,0.000986524266813105,0.02629452372834722,3.751824056617413,0.0009865242668130657,3.9784240453369715e-12
Warp Fourier,2,1.1,605.3338050842285,0.0009865242668131032,0.02629452372834722,3.751824056617407,0.0009865242668130657,3.802582098581746e-12
Warp Fourier,3,1.1,609.27414894104,0.0009865242668131023,0.02629452372834722,3.7518240566174033,0.0009865242668130657,3.7146611252041336e-12
Warp Fourier,4,1.1,606.1782836914062,0.0009865242668130976,0.02629452372834722,3.751824056617385,0.0009865242668130657,3.2310957716272638e-12
Warp Fourier,5,1.1,606.9741249084473,0.0009865242668131108,0.02629452372834722,3.7518240566174352,0.0009865242668130657,4.571890615635856e-12
Warp Fourier,1,1.2,613.0871772766113,-0.00016790667313542205,0.02629452372834722,-0.6385613782934112,-0.00016790667313542444,inf
Warp Fourier,2,1.2,615.2598857879639,-0.00016790667313542698,0.02629452372834722,-0.6385613782934298,-0.00016790667313542444,inf
Warp Fourier,3,1.2,38614.6354675293,-0.0001679066731354263,0.02629452372834722,-0.6385613782934274,-0.00016790667313542444,inf
Warp Fourier,4,1.2,-37388.70024681091,-0.00016790667313542324,0.02629452372834722,-0.6385613782934156,-0.00016790667313542444,inf
Warp Fourier,5,1.2,608.8161468505859,-0.000167906673135421,0.02629452372834722,-0.6385613782934072,-0.00016790667313542444,inf
Warp Fourier,1,1.3,610.323429107666,0.0004190603065567627,0.02629452372834722,1.593717044986779,0.0004190603065567445,4.333597361761373e-12
Warp Fourier,2,1.3,614.9821281433105,0.00041906030655676046,0.02629452372834722,1.5937170449867704,0.0004190603065567445,3.803216789127891e-12
Warp Fourier,3,1.3,670.8793640136719,0.00041906030655676995,0.02629452372834722,1.5937170449868063,0.0004190603065567445,6.0670363064659204e-12
Warp Fourier,4,1.3,619.5273399353027,0.0004190603065567629,0.02629452372834722,1.5937170449867797,0.0004190603065567445,4.385341807871956e-12
Warp Fourier,5,1.3,618.5319423675537,0.0004190603065567608,0.02629452372834722,1.5937170449867717,0.0004190603065567445,3.880833458293766e-12
Warp Fourier,1,1.4,38618.711948394775,0.0008647044424181252,0.02629452372834722,3.2885343402737397,0.0008647044424180781,5.454209807368676e-12
Warp Fourier,2,1.4,-37396.843910217285,0.0008647044424181158,0.02629452372834722,3.288534340273704,0.0008647044424180781,4.363367845894941e-12
Warp Fourier,3,1.4,604.4914722442627,0.0008647044424181031,0.02629452372834722,3.2885343402736558,0.0008647044424180781,2.8963734839130214e-12
Warp Fourier,4,1.4,611.4215850830078,0.0008647044424181208,0.02629452372834722,3.288534340273723,0.0008647044424180781,4.940134860007491e-12
Warp Fourier,5,1.4,607.7110767364502,0.0008647044424181177,0.02629452372834722,3.2885343402737113,0.0008647044424180781,4.5765208728495785e-12
Warp Fourier,1,1.5,604.9032211303711,0.0005772331033461913,0.02629452372834722,2.195259778460624,0.0005772331033461748,2.8549771186453344e-12
Warp Fourier,2,1.5,608.4256172180176,0.0005772331033461909,0.02629452372834722,2.1952597784606223,0.0005772331033461748,2.779846141838878e-12
Warp Fourier,3,1.5,607.4638366699219,0.0005772331033461935,0.02629452372834722,2.195259778460632,0.0005772331033461748,3.230632002677615e-12
Warp Fourier,4,1.5,614.8576736450195,0.0005772331033461973,0.02629452372834722,2.1952597784606462,0.0005772331033461748,3.888028049734106e-12
Warp Fourier,5,1.5,617.6314353942871,0.0005772331033461759,0.02629452372834722,2.1952597784605654,0.0005772331033461748,1.878274420161404e-13
Warp Fourier,1,1.6,629.4991970062256,0.0025325752935684213,0.02629452372834722,9.63156937061438,0.0025325752935683545,2.6371122704512195e-12
Warp Fourier,2,1.6,610.6843948364258,0.0025325752935684465,0.02629452372834722,9.631569370614477,0.0025325752935683545,3.630310398283497e-12
Warp Fourier,3,1.6,606.9591045379639,0.002532575293568435,0.02629452372834722,9.631569370614432,0.0025325752935683545,3.1850836513242003e-12
Warp Fourier,4,1.6,608.1292629241943,0.0025325752935684374,0.02629452372834722,9.631569370614441,0.0025325752935683545,3.2707041795856035e-12
Warp Fourier,5,1.6,605.4201126098633,0.0025325752935684417,0.02629452372834722,9.631569370614459,0.0025325752935683545,3.44194523610841e-12
Warp Fourier,1,1.7,631.2720775604248,0.0018784886177869071,0.02629452372834722,7.144029826110801,0.0018784886177868523,2.9204664541646657e-12
Warp Fourier,2,1.7,628.6139488220215,0.0018784886177869158,0.02629452372834722,7.144029826110835,0.0018784886177868523,3.3822002809100674e-12
Warp Fourier,3,1.7,625.9400844573975,0.0018784886177869082,0.02629452372834722,7.144029826110805,0.0018784886177868523,2.978183182507841e-12
Warp Fourier,4,1.7,615.5533790588379,0.0018784886177869102,0.02629452372834722,7.144029826110812,0.0018784886177868523,3.0820732935255563e-12
Warp Fourier,5,1.7,606.5363883972168,0.0018784886177869054,0.02629452372834722,7.144029826110794,0.0018784886177868523,2.8281196888155852e-12
Warp Fourier,1,1.8,630.0675868988037,-0.000608240048659635,0.02629452372834722,-2.313181462967182,-0.000608240048659613,inf
Warp Fourier,2,1.8,619.2142963409424,-0.0006082400486596394,0.02629452372834722,-2.3131814629671985,-0.000608240048659613,inf
Warp Fourier,3,1.8,617.4073219299316,-0.0006082400486596369,0.02629452372834722,-2.313181462967189,-0.000608240048659613,inf
Warp Fourier,4,1.8,605.7264804840088,-0.0006082400486596378,0.02629452372834722,-2.3131814629671923,-0.000608240048659613,inf
Warp Fourier,5,1.8,616.6586875915527,-0.0006082400486596381,0.02629452372834722,-2.3131814629671936,-0.000608240048659613,inf
Warp Fourier,1,1.9,626.3580322265625,-0.002044813967597869,0.02629452372834722,-7.776577315958096,-0.0020448139675977835,inf
Warp Fourier,2,1.9,608.8862419128418,-0.0020448139675978707,0.02629452372834722,-7.776577315958103,-0.0020448139675977835,inf
Warp Fourier,3,1.9,621.9549179077148,-0.0020448139675978663,0.02629452372834722,-7.776577315958086,-0.0020448139675977835,inf
Warp Fourier,4,1.9,607.7806949615479,-0.0020448139675978594,0.02629452372834722,-7.776577315958059,-0.0020448139675977835,inf
Warp Fourier,5,1.9,608.9315414428711,-0.002044813967597871,0.02629452372834722,-7.776577315958104,-0.0020448139675977835,inf
Warp Fourier,1,2.0,637.2776031494141,-0.001106993755633448,0.02629452372834722,-4.209978347849048,-0.0011069937556334138,inf
Warp Fourier,2,2.0,608.4599494934082,-0.0011069937556334498,0.02629452372834722,-4.209978347849054,-0.0011069937556334138,inf
Warp Fourier,3,2.0,619.9274063110352,-0.00110699375563343,0.02629452372834722,-4.209978347848979,-0.0011069937556334138,inf
Warp Fourier,4,2.0,611.163854598999,-0.0011069937556334396,0.02629452372834722,-4.209978347849015,-0.0011069937556334138,inf
Warp Fourier,5,2.0,612.0460033416748,-0.0011069937556334565,0.02629452372834722,-4.20997834784908,-0.0011069937556334138,inf
Warp Direct,1,0.0,16.99066162109375,5.627948293248589,0.02629452372834722,21403.499646511154,0.025353427743911774,22097.977922729016
Warp Direct,2,0.0,16.717910766601562,5.627948293248589,0.02629452372834722,21403.499646511154,0.025353427743911774,22097.977922729016
Warp Direct,3,0.0,16.73126220703125,5.627948293248581,0.02629452372834722,21403.499646511125,0.025353427743911774,22097.977922728987
Warp Direct,4,0.0,17.51399040222168,5.627948293248586,0.02629452372834722,21403.499646511144,0.025353427743911774,22097.977922729006
Warp Direct,5,0.0,18.78643035888672,5.627948293248589,0.02629452372834722,21403.499646511154,0.025353427743911774,22097.977922729016
Warp Direct,1,0.1,16.984939575195312,0.008697228682787654,0.02629452372834722,33.07619781457183,0.009008793126268205,3.458448197373729
Warp Direct,2,0.1,16.800403594970703,0.008697228682787656,0.02629452372834722,33.076197814571834,0.009008793126268205,3.45844819737371
Warp Direct,3,0.1,16.788244247436523,0.008697228682787658,0.02629452372834722,33.07619781457184,0.009008793126268205,3.458448197373691
Warp Direct,4,0.1,16.782760620117188,0.00869722868278766,0.02629452372834722,33.07619781457185,0.009008793126268205,3.458448197373672
Warp Direct,5,0.1,16.79372787475586,0.008697228682787654,0.02629452372834722,33.07619781457183,0.009008793126268205,3.458448197373729
Warp Direct,1,0.2,16.78180694580078,-3.868697837843596e-06,0.02629452372834722,-0.014712941286983215,0.00020250415620606232,101.91042885752277
Warp Direct,2,0.2,16.77417755126953,-3.8686978378431396e-06,0.02629452372834722,-0.014712941286981477,0.00020250415620606232,101.91042885752255
Warp Direct,3,0.2,16.891002655029297,-3.868697837843597e-06,0.02629452372834722,-0.014712941286983217,0.00020250415620606232,101.91042885752277
Warp Direct,4,0.2,17.352581024169922,-3.868697837843322e-06,0.02629452372834722,-0.014712941286982171,0.00020250415620606232,101.91042885752265
Warp Direct,5,0.2,17.1201229095459,-3.868697837844873e-06,0.02629452372834722,-0.014712941286988069,0.00020250415620606232,101.9104288575234
Warp Direct,1,0.3,17.08531379699707,5.10148891453935e-08,0.02629452372834722,0.0001940133606238173,0.00044595091851648875,99.98856042514385
Warp Direct,2,0.3,17.20404624938965,5.101488914572096e-08,0.02629452372834722,0.00019401336062506265,0.00044595091851648875,99.98856042514377
Warp Direct,3,0.3,17.117977142333984,5.1014889145468087e-08,0.02629452372834722,0.00019401336062410096,0.00044595091851648875,99.98856042514383
Warp Direct,4,0.3,17.104625701904297,5.101488914669846e-08,0.02629452372834722,0.00019401336062878013,0.00044595091851648875,99.98856042514356
Warp Direct,5,0.3,17.03953742980957,5.101488914656689e-08,0.02629452372834722,0.00019401336062827978,0.00044595091851648875,99.98856042514359
Warp Direct,1,0.4,16.83211326599121,1.6783359782473152e-08,0.02629452372834722,6.382834675335682e-05,0.0009631117605532924,99.99825738190833
Warp Direct,2,0.4,16.765117645263672,1.6783359782754364e-08,0.02629452372834722,6.382834675442629e-05,0.0009631117605532924,99.99825738190829
Warp Direct,3,0.4,16.71123504638672,1.678335978206879e-08,0.02629452372834722,6.3828346751819e-05,0.0009631117605532924,99.99825738190837
Warp Direct,4,0.4,17.024517059326172,1.6783359782617733e-08,0.02629452372834722,6.382834675390667e-05,0.0009631117605532924,99.99825738190832
Warp Direct,5,0.4,17.113447189331055,1.6783359782697474e-08,0.02629452372834722,6.382834675420994e-05,0.0009631117605532924,99.9982573819083
Warp Direct,1,0.5,16.910314559936523,7.427379440395733e-09,0.02629452372834722,2.8246868120256274e-05,-0.0014856044813667505,inf
Warp Direct,2,0.5,17.029762268066406,7.427379440662773e-09,0.02629452372834722,2.824686812127185e-05,-0.0014856044813667505,inf
Warp Direct,3,0.5,16.822099685668945,7.427379440641541e-09,0.02629452372834722,2.82468681211911e-05,-0.0014856044813667505,inf
Warp Direct,4,0.5,16.91722869873047,7.427379440165933e-09,0.02629452372834722,2.8246868119382333e-05,-0.0014856044813667505,inf
Warp Direct,5,0.5,16.91293716430664,7.427379440274944e-09,0.02629452372834722,2.8246868119796908e-05,-0.0014856044813667505,inf
Warp Direct,1,0.6,16.94464683532715,4.037442818157571e-09,0.02629452372834722,1.5354690808888634e-05,0.0013632634276937378,99.99970383986424
